Date,Open,High,Low,Close,Volume,Adj Close
2012-12-13,85.00,85.00,83.50,84.70,000,83.29
2012-12-11,84.05,85.50,81.50,82.20,900,80.83
2012-12-10,80.00,84.30,80.00,83.60,109500,82.21
2012-12-07,77.80,81.50,77.20,80.00,52600,78.67
2012-12-06,75.55,76.50,75.55,76.20,29400,74.93
2012-12-05,78.00,78.05,75.50,75.50,25900,74.25
2012-12-04,77.40,78.50,76.50,76.80,22900,75.52
2012-12-03,78.00,79.00,76.00,77.50,30000,76.21
2012-11-30,76.60,76.60,76.60,76.60,000,75.33
2012-11-29,73.50,77.00,73.50,76.60,69600,75.33
2012-11-28,72.85,73.00,71.00,72.10,40700,70.90
2012-11-27,75.00,75.00,75.00,75.00,000,73.75
2012-11-26,75.00,75.00,75.00,75.00,000,73.75
2012-11-23,66.50,75.00,66.50,75.00,46300,73.75
2012-11-22,69.00,69.00,66.35,66.70,22500,65.59
2012-11-21,70.00,70.50,69.50,70.40,18300,69.23
2012-11-20,68.50,68.50,68.50,68.50,000,67.36
2012-11-19,68.00,70.00,68.00,68.50,43100,67.36
2012-11-16,70.20,70.20,66.00,66.50,72200,65.40
2012-11-15,70.30,71.00,69.70,70.20,32900,69.03
2012-11-14,72.50,72.50,70.30,70.30,31500,68.38
2012-11-13,74.50,74.50,72.00,72.00,22000,70.03
2012-11-12,72.60,75.00,71.75,75.00,10100,72.95
2012-11-09,73.00,73.45,72.25,72.80,9000,70.81
2012-11-08,73.40,74.50,72.50,73.45,23000,71.44
2012-11-07,75.00,75.00,73.00,73.20,20700,71.20
2012-11-06,75.25,75.25,75.25,75.25,000,73.19
2012-11-05,74.30,76.00,74.30,75.25,10700,73.19
2012-11-02,70.50,74.60,71.50,74.30,2300,72.27
2012-11-01,75.50,75.50,70.00,70.50,62300,68.57
2012-10-31,75.25,75.30,75.25,75.30,100,73.24
2012-10-30,77.00,77.00,74.70,75.30,11200,73.24
2012-10-29,76.40,76.50,74.80,76.00,8000,73.92
2012-10-26,76.80,77.75,76.30,76.80,25700,74.70
2012-10-25,78.00,78.30,76.20,76.30,18000,74.21
2012-10-24,77.25,78.00,77.25,77.50,23700,75.38
2012-10-23,78.20,78.20,75.00,76.60,68100,74.50
2012-10-22,79.20,80.50,79.00,80.40,16900,78.20
2012-10-19,79.00,80.00,78.40,80.00,19900,77.81
2012-10-18,79.70,79.70,79.70,79.70,000,77.52
2012-10-17,79.00,80.50,79.00,79.70,27300,77.52
2012-10-16,77.80,78.50,77.00,77.50,16900,75.38
2012-10-15,78.30,78.30,76.50,77.80,31900,75.67
2012-10-12,79.00,79.00,77.50,78.40,17200,76.25
2012-10-11,78.50,79.50,78.25,79.00,10200,76.84
2012-10-10,78.75,78.75,77.00,77.75,23300,75.62
2012-10-09,78.00,79.00,78.00,78.50,16300,76.35
2012-10-08,79.00,79.00,79.00,79.00,000,76.84
2012-10-05,79.65,79.70,78.75,79.00,42300,76.84
2012-10-04,79.70,80.25,79.10,79.40,71700,77.23
2012-10-03,80.60,80.80,79.30,79.60,23500,77.42
2012-10-02,82.00,82.00,80.50,80.50,18600,78.30
2012-10-01,82.10,83.50,81.20,81.20,10400,78.98
2012-09-28,82.35,83.10,81.20,82.00,27300,79.75
2012-09-27,81.80,83.00,80.70,82.70,19800,80.44
2012-09-26,83.00,84.10,81.50,81.80,48500,79.56
2012-09-25,85.20,87.00,84.00,86.00,43200,83.65
2012-09-21,83.50,86.00,83.50,85.40,163400,83.06
2012-09-20,79.70,82.50,79.60,82.20,55300,79.95
2012-09-19,79.55,80.00,78.20,79.70,40400,77.52
2012-09-18,77.75,79.50,77.40,79.50,74000,77.32
2012-09-17,82.95,82.95,77.00,77.10,128900,74.99
2012-09-14,85.10,85.10,82.00,82.40,164200,80.14
2012-09-13,83.50,85.15,83.40,85.00,109600,82.67
2012-09-12,84.00,84.00,83.00,83.00,13800,80.73
2012-09-11,83.00,83.00,83.00,83.00,000,80.73
2012-09-10,83.50,83.50,82.00,83.00,17200,80.73
2012-09-07,83.80,84.25,83.00,83.50,67800,81.21
2012-09-06,81.00,82.80,81.00,82.80,43100,80.53
2012-09-05,79.05,80.50,78.80,79.80,20100,77.62
2012-09-04,79.50,79.50,77.60,78.80,22700,76.64
2012-09-03,80.80,81.50,80.00,80.00,8600,77.81
2012-08-31,82.00,83.00,80.50,80.70,21700,78.49
2012-08-30,83.60,83.60,80.00,81.95,55600,79.71
2012-08-29,83.10,83.80,82.80,83.60,44600,81.31
2012-08-28,83.95,83.95,82.60,82.60,24200,80.34
2012-08-27,82.45,83.65,82.40,83.50,59800,81.21
2012-08-24,78.90,81.10,78.50,81.00,4970400,78.78
2012-08-23,77.50,78.70,76.95,78.50,23700,76.35
2012-08-22,77.50,77.80,75.50,77.00,9800,74.89
2012-08-21,77.00,78.20,77.00,77.70,9700,75.57
2012-08-20,77.50,77.50,77.50,77.50,000,75.38
2012-08-17,78.70,78.70,76.60,77.50,12200,75.38
2012-08-16,78.15,79.00,78.10,78.50,10600,76.35
2012-08-15,77.90,79.00,77.40,77.95,20200,75.82
2012-08-14,76.60,78.85,76.60,77.90,29200,75.77
2012-08-13,75.30,77.00,73.80,76.50,12900,74.41
2012-08-10,72.90,74.75,71.20,74.75,61600,72.70
2012-08-09,76.00,76.00,76.00,76.00,000,73.92
2012-08-08,78.00,78.10,75.85,76.00,67200,73.92
2012-08-07,78.50,78.90,77.60,78.10,42800,75.96
2012-08-06,76.80,78.00,76.50,78.00,55300,75.86
2012-08-03,79.35,79.35,75.00,75.80,41100,73.72
2012-08-02,79.90,80.00,75.50,76.75,41500,74.65
2012-08-01,78.00,80.80,77.50,78.50,41900,76.35
2012-07-31,80.90,80.90,80.90,80.90,000,78.69
2012-07-30,81.60,81.60,79.50,80.90,20400,78.69
2012-07-27,82.95,83.00,81.60,82.25,4500,80.00
2012-07-26,84.05,85.50,81.90,83.95,25100,81.65
2012-07-25,83.50,83.60,83.00,83.25,42000,80.97
2012-07-24,86.00,86.00,81.00,82.00,51200,79.75
2012-07-23,82.60,85.80,82.60,85.80,27000,83.45
2012-07-20,87.80,87.80,85.00,86.00,39700,83.65
2012-07-19,91.50,92.00,87.80,88.10,51300,85.69
2012-07-18,85.50,90.50,85.50,90.25,101300,87.78
2012-07-17,84.50,85.50,83.30,85.00,43400,82.67
2012-07-16,83.00,85.00,82.00,85.00,47600,82.67
2012-07-13,83.00,83.50,82.00,83.50,12500,81.21
2012-07-12,83.00,83.00,81.00,82.40,33400,80.14
2012-07-11,84.00,84.60,82.20,83.55,37400,81.26
2012-07-10,84.20,84.25,82.20,83.20,83200,80.92
2012-07-09,86.90,86.90,86.90,86.90,000,84.52
2012-07-06,84.00,86.90,83.50,86.90,40400,84.52
2012-07-05,85.25,85.25,85.25,85.25,000,82.92
2012-07-04,85.00,85.25,84.45,85.25,30300,82.92
2012-07-03,82.50,84.20,82.30,84.00,81000,81.70
2012-07-02,81.00,82.00,80.00,81.50,39500,79.27
2012-06-29,79.10,82.50,78.00,81.50,168600,79.27
2012-06-28,77.30,79.50,76.55,79.50,21200,77.32
2012-06-27,76.50,77.30,75.50,77.30,43100,75.18
2012-06-26,77.05,77.80,76.10,77.30,34600,75.18
2012-06-25,77.50,77.50,77.50,77.50,000,75.38
2012-06-22,77.50,78.60,76.80,77.50,49400,75.38
2012-06-21,78.50,78.50,76.50,76.80,37300,74.70
2012-06-20,78.50,78.50,78.50,78.50,000,76.35
2012-06-19,77.00,79.00,77.00,78.50,60300,76.35
2012-06-18,75.05,78.50,75.05,75.50,7900,73.43
2012-06-15,77.95,81.50,73.20,74.50,218200,72.46
2012-06-14,67.20,68.30,67.10,68.30,65700,66.43
2012-06-13,66.90,68.50,66.50,66.50,68700,64.68
2012-06-12,71.00,71.00,66.70,67.90,130700,66.04
2012-06-11,76.50,77.50,73.00,74.00,18700,71.97
2012-06-08,77.00,77.00,75.45,76.00,24300,73.92
2012-06-07,78.00,78.00,75.00,76.45,24900,74.36
2012-06-06,75.50,75.50,75.50,75.50,000,73.43
2012-06-05,78.80,80.10,74.90,75.50,6300,73.43
2012-06-04,81.50,81.50,76.80,79.80,26800,77.62
2012-06-01,81.30,81.95,80.00,80.50,3300,78.30
2012-05-31,80.00,81.50,80.00,81.00,45500,78.78
2012-05-30,83.00,86.00,80.10,83.00,53100,80.73
2012-05-29,85.75,87.90,85.60,87.40,82300,85.01
2012-05-28,84.00,86.00,83.00,83.60,22800,81.31
2012-05-25,83.00,83.00,83.00,83.00,000,80.73
2012-05-24,75.90,83.00,75.90,83.00,83900,80.73
2012-05-23,75.50,76.00,73.10,75.50,21900,73.43
2012-05-22,75.50,77.00,75.00,75.50,34900,73.43
2012-05-21,73.50,75.00,73.50,74.25,18200,72.22
2012-05-18,75.50,76.50,72.30,73.50,000,71.49
2012-05-17,75.80,77.00,71.75,75.50,57800,73.43
2012-05-16,82.00,83.00,73.00,76.60,118200,74.50
2012-05-15,82.60,82.60,80.30,82.50,35500,80.24
2012-05-14,87.00,87.00,82.10,82.95,71200,80.68
2012-05-11,89.00,91.50,88.00,89.30,58100,86.86
2012-05-10,89.80,92.50,89.00,89.50,147300,87.05
2012-05-09,84.30,88.10,83.00,87.65,98600,85.25
2012-05-08,83.00,84.50,80.00,84.50,109900,82.19
2012-05-07,85.50,87.50,82.50,82.50,176700,80.24
2012-05-04,78.50,84.80,78.50,84.80,15300,82.48
2012-05-03,77.10,80.00,76.00,77.10,52400,74.99
2012-05-02,77.00,78.30,75.50,78.10,55800,75.96
2012-05-01,76.00,76.00,76.00,76.00,000,73.92
2012-04-30,76.00,76.00,76.00,76.00,000,73.92
2012-04-27,75.00,79.50,75.00,76.00,7900,73.92
2012-04-26,70.00,75.50,70.00,75.35,66100,73.29
2012-04-25,76.00,76.00,70.30,70.50,83800,68.57
2012-04-24,77.20,78.00,74.30,74.30,56200,72.27
2012-04-23,79.00,79.20,77.50,78.15,88500,76.01
2012-04-20,83.90,84.80,80.00,82.00,230800,79.75
2012-04-19,79.00,83.50,78.00,81.00,247200,78.78
2012-04-18,107.00,110.50,77.00,77.05,411200,74.94
2012-04-17,107.00,111.00,103.00,108.00,74200,105.04
2012-04-16,121.00,126.10,116.00,116.00,5100,112.82
2012-04-13,119.50,121.00,116.00,118.90,80000,115.64
2012-04-12,116.00,126.00,115.50,123.00,315600,119.63
2012-04-11,123.00,123.80,112.70,114.50,183500,111.37
2012-04-10,126.00,126.00,120.00,120.50,51800,117.20
2012-04-09,118.00,123.00,118.00,122.50,37900,119.15
2012-04-06,125.00,125.00,125.00,125.00,000,121.58
2012-04-05,125.00,125.00,125.00,125.00,000,121.58
2012-04-04,123.00,125.00,122.00,125.00,69200,121.58
2012-04-03,127.00,127.00,120.15,123.70,132000,120.31
2012-04-02,147.00,147.00,147.00,147.00,000,142.98
2012-03-30,150.00,150.00,147.00,147.00,17000,142.98
2012-03-29,142.00,153.50,142.00,149.10,44700,145.02
2012-03-28,140.95,143.50,140.95,143.50,8300,139.57
2012-03-27,140.00,143.00,140.00,141.00,6300,137.14
2012-03-26,143.90,145.50,142.00,143.00,27900,139.08
2012-03-23,144.00,146.70,144.00,145.75,10600,141.76
2012-03-22,146.00,146.00,141.50,143.50,18400,139.57
2012-03-21,137.50,137.50,137.50,137.50,000,133.74
2012-03-20,136.20,138.00,136.00,137.50,12600,133.74
2012-03-19,137.50,137.50,137.50,137.50,000,133.74
2012-03-16,138.40,140.00,136.60,137.50,9300,133.74
2012-03-15,131.00,140.00,131.00,138.00,26000,134.22
2012-03-14,131.00,133.00,131.00,132.50,16100,128.87
2012-03-13,130.00,131.80,128.50,131.80,23700,128.19
2012-03-12,132.00,132.00,128.50,129.40,74600,125.86
2012-03-09,139.75,139.75,133.50,133.50,8100,129.84
2012-03-08,136.50,138.80,134.50,138.80,23000,135.00
2012-03-07,135.00,135.00,133.00,134.50,11000,130.82
2012-03-06,132.00,134.80,131.00,133.00,41000,129.36
2012-03-05,141.00,141.00,130.50,132.70,6100,129.07
2012-03-02,148.05,148.50,140.00,142.50,29200,138.60
2012-03-01,131.20,147.50,131.20,146.00,170100,142.00
2012-02-29,146.50,146.50,125.00,125.00,173500,121.58
2012-02-28,151.00,152.00,146.00,147.00,39000,142.98
2012-02-27,159.00,159.00,159.00,159.00,000,154.65
2012-02-24,159.50,164.00,158.95,159.00,32200,154.65
2012-02-23,159.50,160.00,158.00,159.50,22900,155.13
2012-02-22,158.00,159.90,158.00,159.40,65000,155.04
2012-02-21,156.50,156.50,156.50,156.50,000,152.22
2012-02-20,156.50,156.50,156.50,156.50,000,152.22
2012-02-17,156.00,157.60,155.00,156.50,13100,152.22
2012-02-16,152.00,156.00,152.00,155.00,20100,150.76
2012-02-15,156.00,156.00,152.30,153.50,42300,149.30
2012-02-14,162.00,162.00,162.00,162.00,000,157.56
2012-02-13,162.00,167.50,162.00,162.00,59300,157.56
2012-02-10,162.50,163.00,160.00,162.00,38900,157.56
2012-02-09,168.00,170.25,162.00,165.30,56500,160.77
2012-02-08,153.00,153.00,153.00,153.00,000,148.81
2012-02-07,156.00,156.00,150.00,153.00,39600,148.81
2012-02-06,154.00,156.65,151.00,154.00,51400,149.78
2012-02-03,163.75,167.00,152.50,153.00,96700,148.81
2012-02-02,164.00,164.00,164.00,164.00,000,159.51
2012-02-01,164.00,164.00,164.00,164.00,000,159.51
2012-01-31,168.90,170.00,162.50,164.00,26800,159.51
2012-01-30,180.50,180.50,163.00,164.00,34500,159.51
2012-01-27,187.00,187.00,183.50,183.50,21500,178.48
2012-01-26,189.00,190.50,187.50,187.50,11400,182.37
2012-01-25,188.00,188.00,188.00,188.00,000,182.85
2012-01-24,188.00,188.60,187.00,188.00,7700,182.85
2012-01-23,182.00,189.80,182.00,188.50,42600,183.34
2012-01-20,177.95,183.80,177.95,181.90,35300,176.92
2012-01-19,178.50,178.50,178.50,178.50,000,173.61
2012-01-18,172.00,180.00,172.00,178.50,11400,173.61
2012-01-17,166.00,173.00,166.00,172.00,6900,167.29
2012-01-16,170.00,170.00,164.00,164.50,2900,160.00
2012-01-13,173.00,174.00,171.00,171.10,3000,166.42
2012-01-12,174.00,175.50,174.00,175.50,21400,170.69
2012-01-11,175.50,175.50,175.50,175.50,000,170.69
2012-01-10,175.00,175.60,174.00,175.50,21800,170.69
2012-01-09,172.00,175.00,171.90,174.50,42800,169.72
2012-01-06,170.00,174.00,169.00,172.00,84200,167.29
2012-01-05,165.00,166.50,165.00,166.00,41300,161.46
2012-01-04,166.00,167.00,165.00,166.00,46600,161.46
2012-01-03,168.00,170.00,164.00,166.00,39900,161.46
2012-01-02,167.55,167.55,167.55,167.55,000,162.96
2011-12-30,164.50,169.00,164.50,167.55,5400,162.96
2011-12-29,164.50,169.00,164.50,167.55,5400,162.96
2011-12-28,167.00,167.00,164.00,164.25,10100,159.75
2011-12-27,164.00,166.00,163.00,166.00,4300,161.46
2011-12-23,162.00,164.00,161.00,164.00,2900,159.51
2011-12-22,163.00,164.00,161.00,161.00,3100,156.59
2011-12-21,159.00,161.50,159.00,160.00,3800,155.62
2011-12-20,155.00,160.00,155.00,160.00,1400,155.62
2011-12-19,156.00,158.00,153.00,154.50,2100,150.27
2011-12-16,155.00,155.50,154.00,155.40,4900,151.15
2011-12-15,155.50,157.00,153.00,154.00,1800,149.78
2011-12-14,159.00,159.00,159.00,159.00,000,154.65
2011-12-13,160.00,161.70,159.00,159.00,5500,154.65
2011-12-12,157.00,160.00,157.00,160.00,300,155.62
2011-12-08,164.00,164.00,164.00,164.00,000,159.51
2011-12-07,164.00,164.00,164.00,164.00,000,159.51
2011-12-06,164.10,164.50,163.00,164.00,2700,159.51
2011-12-05,162.50,166.00,162.50,162.50,100,158.05
2011-12-02,165.50,165.80,161.00,161.00,2800,156.59
2011-12-01,163.00,165.00,160.00,165.00,2000,160.48
2011-11-29,153.80,153.80,153.80,153.80,000,149.59
2011-11-28,153.80,155.00,153.80,153.80,2000,149.59
2011-11-25,153.80,155.00,153.80,153.80,2000,149.59
2011-11-24,154.00,154.00,153.00,153.80,3200,149.59
2011-11-23,158.00,158.00,155.00,155.00,1900,150.76
2011-11-22,159.25,159.50,157.50,158.00,2500,153.67
2011-11-21,164.00,164.00,159.50,159.50,3900,155.13
2011-11-18,167.00,167.45,165.00,167.40,5200,162.82
2011-11-17,171.00,172.50,167.10,167.10,17300,162.52
2011-11-16,171.50,173.75,171.25,173.15,7400,168.41
2011-11-14,170.00,173.00,167.80,170.00,11300,165.35
2011-11-10,162.50,167.00,162.50,167.00,27300,162.43
2011-11-09,162.00,163.00,160.00,160.05,16100,155.67
2011-11-08,164.00,169.00,162.00,167.20,57800,155.67
2011-11-07,154.00,156.50,150.00,151.00,37900,140.59
2011-11-03,151.00,151.00,148.00,150.95,42600,140.54
2011-11-02,161.50,161.50,151.10,153.50,53500,142.91
2011-11-01,166.50,167.00,162.50,162.50,6700,151.29
2011-10-31,167.00,173.00,167.00,171.00,7900,159.21
2011-10-28,171.00,171.00,168.00,169.00,4900,157.34
2011-10-27,176.00,176.00,170.10,171.00,7500,159.21
2011-10-26,176.00,176.00,172.00,172.00,8500,160.14
2011-10-25,178.00,178.00,176.50,176.50,200,164.33
2011-10-24,178.50,180.00,178.50,180.00,8000,167.59
2011-10-19,175.00,178.00,175.00,178.00,23100,165.72
2011-10-18,175.55,175.55,174.50,174.55,1400,162.51
2011-10-17,178.00,178.00,174.90,176.55,31900,164.37
2011-10-14,175.50,177.80,175.00,177.00,55700,164.79
2011-10-13,172.00,174.50,170.50,174.50,1700,162.46
2011-10-12,173.50,175.00,173.50,175.00,8400,162.93
2011-10-11,171.00,173.00,171.00,172.15,9600,160.28
2011-10-07,165.00,166.00,165.00,166.00,500,154.55
2011-10-06,167.00,168.00,165.00,168.00,23800,156.41
2011-10-05,164.00,164.00,161.50,164.00,3900,152.69
2011-10-04,155.00,159.00,150.00,159.00,19800,148.03
2011-10-03,173.40,173.40,153.00,157.00,3200,146.17
2011-09-30,165.00,173.90,162.00,173.90,4800,161.91
2011-09-29,169.00,169.00,165.00,167.00,1400,155.48
2011-09-28,175.00,175.00,169.00,169.00,800,157.34
2011-09-27,172.00,175.50,172.00,174.00,11600,162.00
2011-09-26,164.50,167.00,164.50,167.00,100,155.48
2011-09-23,166.00,166.00,164.50,165.00,6400,153.62
2011-09-22,179.00,179.00,165.00,165.60,6000,154.18
2011-09-21,180.00,180.80,179.00,180.00,84100,167.59
2011-09-20,179.50,181.00,178.50,179.50,34400,167.12
2011-09-19,175.00,175.00,172.50,174.00,500,162.00
2011-09-16,179.00,179.00,177.50,178.50,43300,166.19
2011-09-15,179.00,179.00,177.75,178.50,32500,166.19
2011-09-14,170.00,178.90,170.00,177.90,7814800,165.63
2011-09-13,171.00,175.00,170.90,175.00,41800,162.93
2011-09-12,168.00,170.00,165.25,170.00,10600,158.27
2011-09-09,172.00,174.00,167.00,174.00,18900,162.00
2011-09-08,175.00,176.00,174.50,175.00,19200,162.93
2011-09-07,170.10,175.75,170.10,175.00,4000,162.93
2011-09-06,166.00,167.00,165.00,167.00,5800,155.48
2011-09-05,168.00,168.00,166.00,166.00,2400,154.55
2011-09-02,167.00,170.00,167.00,170.00,16400,158.27
2011-09-01,175.50,175.50,170.00,170.00,300,158.27
2011-08-31,175.00,175.00,173.25,174.50,6900,162.46
2011-08-30,173.50,174.00,173.00,174.00,3100,162.00
2011-08-29,172.00,173.00,170.00,170.00,13700,158.27
2011-08-26,163.00,168.00,163.00,166.10,1900,154.64
2011-08-25,166.50,166.50,163.00,163.90,500,152.60
2011-08-24,167.00,167.40,166.55,166.55,800,155.06
2011-08-23,162.00,165.00,162.00,165.00,4500,153.62
2011-08-22,163.00,164.05,160.00,161.00,4200,149.90
2011-08-19,163.00,164.05,160.00,161.00,4200,149.90
2011-08-18,169.00,169.00,163.00,164.00,2100,152.69
2011-08-17,172.00,172.00,170.00,170.20,2100,158.46
2011-08-16,169.00,172.00,167.50,170.50,13200,158.74
2011-08-15,166.00,169.00,166.00,169.00,10900,157.34
2011-08-11,159.50,166.00,159.50,164.00,6400,152.69
2011-08-10,152.00,160.00,150.00,158.00,15000,147.10
2011-08-09,150.40,154.00,148.00,152.00,11500,141.52
2011-08-08,162.00,162.00,150.35,150.50,11800,140.12
2011-08-05,165.20,169.00,162.50,167.00,16400,155.48
2011-08-04,173.00,173.00,164.00,165.25,8900,153.85
2011-08-03,178.00,178.00,172.50,173.50,20500,161.53
2011-08-02,179.00,182.00,179.00,179.00,4500,166.65
2011-08-01,181.00,181.00,178.00,181.00,24200,168.52
2011-07-28,176.10,178.75,176.00,178.50,24000,166.19
2011-07-27,176.00,180.00,176.00,176.00,1000,163.86
2011-07-26,180.00,180.25,179.50,180.00,7100,167.59
2011-07-25,182.00,184.00,182.00,182.00,4500,169.45
2011-07-22,182.50,183.00,181.90,182.60,1000,170.01
2011-07-21,183.00,183.00,182.40,183.00,15200,170.38
2011-07-20,180.00,180.00,178.30,179.40,17600,167.03
2011-07-19,180.60,181.45,178.00,179.50,19000,167.12
2011-07-18,181.75,181.75,179.60,180.00,9000,167.59
2011-07-15,182.00,183.00,181.10,182.00,3800,169.45
2011-07-14,185.00,186.00,182.15,183.00,6900,170.38
2011-07-13,185.00,187.50,184.00,185.50,45100,172.71
2011-07-12,188.00,188.00,182.80,183.00,124900,170.38
2011-07-11,194.50,194.50,190.00,192.00,800,178.76
2011-07-08,195.00,195.00,194.00,194.00,47800,180.62
2011-07-07,195.50,196.50,195.00,195.50,35400,182.02
2011-07-06,195.00,195.00,191.00,195.00,8300,181.55
2011-07-05,192.00,194.70,190.50,194.70,11600,181.27
2011-07-04,190.45,191.50,190.00,191.00,3700,177.83
2011-07-01,189.50,190.50,188.00,190.45,20000,177.31
2011-06-30,188.00,190.00,187.80,189.50,21000,176.43
2011-06-29,185.00,185.00,182.00,185.00,37200,172.24
2011-06-28,179.00,181.00,178.70,180.00,19200,167.59
2011-06-27,181.00,181.00,178.00,178.50,24400,166.19
2011-06-24,180.05,181.60,179.50,180.00,90800,167.59
2011-06-23,181.00,182.00,178.00,182.00,157600,169.45
2011-06-22,182.00,186.00,181.30,182.00,15000,169.45
2011-06-21,184.00,189.00,184.00,185.00,144700,172.24
2011-06-20,183.00,183.25,182.00,182.70,26600,170.10
2011-06-17,182.70,183.25,182.00,182.70,2600,170.10
2011-06-16,181.00,183.00,179.00,181.00,9700,168.52
2011-06-15,183.75,184.90,182.00,183.00,8500,170.38
2011-06-14,183.75,185.00,183.00,183.75,14200,171.08
2011-06-10,188.00,188.00,182.50,183.50,18600,170.84
2011-06-08,188.00,188.00,184.00,184.00,51600,171.31
2011-06-07,192.00,192.00,188.00,188.00,44000,175.03
2011-06-06,192.00,193.00,191.00,191.50,55000,178.29
2011-06-03,192.00,195.00,191.75,192.00,44200,178.76
2011-06-01,200.50,200.50,195.00,195.00,54600,181.55
2011-05-31,202.05,204.30,202.00,202.00,40500,188.07
2011-05-30,200.00,201.00,200.00,200.00,3400,186.21
2011-05-26,201.00,201.50,197.40,201.00,15300,187.14
2011-05-24,197.00,198.50,196.00,197.00,20700,183.41
2011-05-23,192.90,192.90,190.00,192.90,2000,179.60
2011-05-20,195.00,197.50,194.50,195.00,8100,181.55
2011-05-19,195.00,196.10,195.00,195.00,10900,181.55
2011-05-18,193.00,195.00,190.80,193.00,11400,179.69
2011-05-17,189.50,190.00,188.00,189.50,10700,176.43
2011-05-16,187.50,188.50,185.00,186.50,4500,173.64
2011-05-13,187.00,188.00,186.50,187.00,9900,174.10
2011-05-12,191.00,191.05,188.50,190.00,6600,176.90
2011-05-10,199.25,201.40,190.40,199.25,35800,185.51
2011-05-09,181.00,188.50,179.00,188.50,23900,175.50
2011-05-06,178.00,181.00,177.00,178.00,11000,165.72
2011-05-05,176.00,178.00,175.00,176.50,6900,164.33
2011-05-04,177.00,177.00,175.00,177.00,2000,164.79
2011-05-03,180.00,180.00,176.00,181.00,000,168.52
2011-05-02,188.00,191.90,187.90,188.00,4300,175.03
2011-04-29,188.70,190.00,188.00,190.00,13100,176.90
2011-04-28,189.00,189.00,186.75,187.90,3100,174.94
2011-04-27,187.20,189.00,187.20,189.00,7200,175.96
2011-04-26,186.00,190.00,186.00,187.10,6400,174.20
2011-04-25,187.00,187.00,186.25,187.00,1300,174.10
2011-04-20,188.00,188.00,186.00,186.75,7000,173.87
2011-04-15,189.00,192.40,189.00,192.10,9500,178.85
2011-04-14,191.00,192.50,188.00,192.50,4400,179.22
2011-04-13,194.50,194.50,190.00,193.00,6000,179.69
2011-04-08,195.20,195.20,193.50,195.00,9600,181.55
2011-04-07,196.90,197.00,192.00,195.00,32400,181.55
2011-04-06,194.50,195.50,191.00,195.50,16200,182.02
2011-04-05,190.85,193.95,190.50,192.00,34100,178.76
2011-04-04,191.10,191.10,187.00,190.25,29400,177.13
2011-04-01,190.30,190.50,189.00,190.30,1900,177.17
2011-03-30,183.00,185.80,180.50,184.00,51000,171.31
2011-03-29,178.00,182.00,178.00,181.50,41300,168.98
2011-03-28,179.00,181.00,178.00,178.00,33200,165.72
2011-03-23,174.50,178.00,174.00,177.00,162500,164.79
2011-03-22,190.00,190.00,177.00,178.00,89100,165.72
2011-03-18,198.50,199.00,195.20,199.00,1600,185.27
2011-03-17,195.00,197.00,193.00,193.00,4700,179.69
2011-03-16,203.00,203.00,192.00,193.50,3800,180.15
2011-03-15,199.00,200.00,195.25,199.00,14700,185.27
2011-03-11,219.00,219.00,217.50,218.95,600,203.85
2011-03-08,218.00,219.50,217.90,219.00,3400,203.90
2011-03-07,218.00,219.50,217.90,219.00,3400,203.90
2011-03-04,218.00,219.50,217.90,219.00,3400,203.90
2011-03-03,219.00,221.00,218.40,219.00,3800,203.90
2011-03-02,218.00,219.75,217.00,218.60,5100,203.52
2011-03-01,216.60,217.95,216.00,217.00,3000,202.03
2011-02-28,215.00,218.00,215.00,217.00,5300,202.03
2011-02-25,209.00,215.00,208.00,215.00,7600,200.17
2011-02-24,213.50,213.50,208.00,209.00,13600,194.58
2011-02-22,203.00,209.50,203.00,208.00,10300,193.65
2011-02-21,202.00,203.00,200.00,203.00,1100,189.00
2011-02-15,204.00,204.00,203.00,203.00,3800,189.00
2011-02-14,203.00,205.00,203.00,205.00,2000,190.86
2011-02-11,198.00,202.00,198.00,202.00,1300,188.07
2011-02-10,202.00,202.00,197.50,199.50,8200,185.74
2011-02-08,208.00,208.00,206.00,207.60,4000,193.28
2011-02-07,208.00,209.00,207.50,208.25,6000,193.89
2011-02-04,208.30,208.30,207.00,208.00,6800,193.65
2011-02-03,208.60,208.60,207.00,208.20,4100,193.84
2011-02-02,210.00,210.00,207.50,208.60,3600,194.21
2011-02-01,205.00,208.55,204.00,208.00,16100,193.65
2011-01-31,201.00,203.00,199.50,200.00,8700,186.21
2011-01-28,207.00,207.00,199.10,200.00,13800,186.21
2011-01-27,207.00,208.50,205.75,206.00,9800,191.79
2011-01-26,207.50,210.00,205.50,206.00,7100,191.79
2011-01-25,206.00,206.50,205.00,205.50,13900,191.33
2011-01-24,206.00,206.30,205.00,205.00,6700,190.86
2011-01-21,207.00,208.00,204.00,206.00,14300,191.79
2011-01-20,209.00,210.00,207.00,207.50,3400,193.19
2011-01-19,212.00,214.00,209.00,209.50,13400,195.05
2011-01-18,210.00,214.00,209.50,212.00,5000,197.38
2011-01-17,208.00,211.00,205.00,211.00,2700,196.45
2011-01-14,213.00,214.00,207.50,208.00,18200,193.65
2011-01-13,217.40,218.50,213.00,213.00,12000,198.31
2011-01-12,220.00,221.00,216.50,217.40,14400,202.41
2011-01-11,214.50,219.00,214.50,215.50,8300,200.64
2011-01-10,211.90,215.10,211.90,214.50,11000,199.71
